Vivienda Unifamiliar,,,,,,,,,,,,
Presupuesto,,,,,,,,,,,,
Código,Nat,Ud,Resumen,Comentario,N,Longitud,Anchura,Altura,Cantidad,CanPres,Pres,ImpPres
,,,,,,,,,Total 03.01.06,29.000,0.00,0.00
,,,,,,,,,,,,
03.01.07,Partida,kg,Durmiente acero L90.10 ancaldo con pernos M16  para forjado colaborante,,,,,,,137.216,0.00,0.00
,,,"Durmiente de perfil L.90.10 anclado a canto de forjado para soporte de forjado colaborante, con pernos M16 cada 25 cm acabado con imprimación antioxidante, con uniones soldadas en obra, a una altura de hasta 3 m.
Criterio de valoración económica: El precio incluye los anclajes a forjado, las soldaduras, los cortes, los despuntes, las piezas especiales, los casquillos y los elementos auxiliares de montaje.
Incluye: Limpieza y preparación del plano de apoyo. Replanteo y marcado de los ejes. Colocación y fijación provisional de la viga. Aplomado y nivelación. Ejecución de las uniones soldadas.
Criterio de medición de proyecto: Peso nominal medido según documentación gráfica de Proyecto.
Criterio de medición de obra: Se determinará, a partir del peso obtenido en báscula oficial de las unidades llegadas a obra, el peso de las unidades realmente ejecutadas según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,,4.0000000000,1.55,13.40,0.00,83.08,,,
,,Spc0010,,,4.0000000000,1.01,13.40,0.00,54.14,,,
,,,,,,,,,Total 03.01.07,137.216,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 03.01,1.000,0.00,0.00
,,,,,,,,,,,,
03.02,Capítulo,,Hormigón armado,,,,,,,1.000,0.00,0.00
03.02.01,Partida,m²,"Losa maciza de hormigón armado blanco visto, horizontal canto 25 cm",,,,,,,0.000,0.00,0.00
,,,"Losa maciza de hormigón armado blanco visto, horizontal, canto 25 cm, realizada con hormigón HA-25/AC-E1/12/IIa, fabricado en central, y vertido con cubilote, y acero UNE-EN 10080 B 500 S, con una cuantía según planos de estructuras; montaje y desmontaje de sistema de encofrado ""FINPLY MAXI DE PERI"" con acabado liso, formado por: superficie encofrante de tableros de madera tratada, reforzados con varillas y perfiles, forrados con tablero aglomerado hidrófugo, de un solo uso con una de sus caras plastificada, amortizables en 25 usos; estructura soporte horizontal de sopandas metálicas y accesorios de montaje, amortizables en 150 usos y estructura soporte vertical de puntales metálicos, amortizables en 150 usos. Incluso nervios y zunchos perimetrales de planta y huecos, alambre de atar, separadores, aplicación de líquido desencofrante y agente filmógeno para el curado de hormigones y morteros.
Incluye: Replanteo del sistema de encofrado. Montaje del sistema de encofrado. Replanteo de la geometría de la planta sobre el encofrado. Colocación de armaduras con separadores homologados. Vertido del hormigón. Regleado y nivelación de la capa de compresión. Curado del hormigón. Desmontaje del sistema de encofrado.",,,,,,,,,
,,Spc0010,,Losa de coronación de ascensor,,,,,0.000,,,
,,,,,,,,,Total 03.02.01,0.000,0.00,0.00
,,,,,,,,,,,,
03.02.02,Partida,m³,"Formación de peldaño y ménsulas, de hormigón blanco visto, de 40x60 cm, realizada con hormigón HA-25/AC-E2/12/IIa",,,,,,,0.695,0.00,0.00
,,,"Formación de peldaño y ménsulas, de hormigón visto blanco, de 40x60 cm, realizada con hormigón HA-25/AC-E2/12/IIa, fabricado en central, y vertido con cubilote, y acero UNE-EN 10080 B 500 S, con una cuantía según planos de estructuras; montaje y desmontaje de sistema de encofrado ""FINPLY MAXI DE PERI"" con acabado liso, en planta de hasta 3 m de altura libre, formado por: superficie encofrante de tableros contrachapados fenólicos de madera de pino, reforzados con varillas y perfiles, amortizables en 20 usos, estructura soporte horizontal de sopandas metálicas y accesorios de montaje, amortizables en 150 usos y estructura soporte vertical de puntales metálicos, amortizables en 150 usos. Incluso alambre de atar, separadores, líquido desencofrante para evitar la adherencia del hormigón al encofrado y agente filmógeno para el curado de hormigones y morteros.
Incluye: Desbaste de muro para colocación de peldaños a una profundidad aprox de 4 cm, conexión mediante redondos corrugados y fijados a muro mediante soldado a armadura existente, fijados a  Replanteo. Montaje del sistema de encofrado. Colocación de las armaduras con separadores homologados. Vertido del hormigón. Curado del hormigón. Desmontaje del sistema de encofrado.",,,,,,,,,
,,Spc0010,,Peldaños,8.0000000000,0.800,0.550,0.285,1.003,,,
,,Spc0010,,(formación L),-8.0000000000,0.800,0.275,0.175,-0.308,,,
,,,,,,,,,Total 03.02.02,0.695,0.00,0.00
,,,,,,,,,,,,
03.02.03,Partida,ml,Corte con radial para juntas y goterones,,,,,,,3.610,0.00,0.00
,,,"Juntas de hormigonado con radial con disco de diamante similar a las existentes. totalmente rematado, en cualquier tipo de plano y contemplando cualquier tipo de medio auxiliar.",,,,,,,,,
,,Spc0010,,"en fach lateral sur y norte, junta vertical",4.0000000000,0.30,0.00,0.00,1.20,,,
,,Spc0010,,en gárgolas como goterón a una distancia de 5 cm del borde exter,2.0000000000,0.55,0.00,0.00,1.10,,,
,,Spc0010,,entre muro de escalera y losa de ascensor,1.0000000000,1.31,0.00,0.00,1.31,,,
,,,,,,,,,Total 03.02.03,3.610,0.00,0.00
,,,,,,,,,,,,
03.02.04,Partida,m²,Losa mixta con chapa colaborante para cierre de hueco de ascensor,,,,,,,3.131,0.00,0.00
,,,"Losa mixta de 10 cm de canto, con chapa colaborante de acero galvanizado prelacado con forma grecada, de 0,80 mm de espesor, 60 mm de altura de perfil y 164 mm de intereje, y hormigón armado realizado con hormigón HA-25/F/20/XC2 fabricado en central, y vertido con cubilote, volumen total de hormigón 0,062 m³/m²; acero UNE-EN 10080 B 500 S, con una cuantía total de 5,5 kg/m²; y malla electrosoldada ME 15x30 Ø 6-6 B 500 T 6x2,20 UNE-EN 10080; apoyado todo ello sobre estructura metálica; apuntalamiento y desapuntalamiento de la losa. Incluso piezas angulares para remates perimetrales y de voladizos, tornillos para fijación de las chapas, alambre de atar, separadores y agente filmógeno, para el curado de hormigones y morteros.
Criterio de valoración económica: El precio incluye la elaboración de la ferralla (corte, doblado y conformado de elementos) en taller industrial y el montaje en el lugar definitivo de su colocación en obra, pero no incluye la estructura metálica.
Incluye: Replanteo. Montaje de las chapas. Apuntalamiento. Fijación de las chapas y resolución de los apoyos. Colocación de armaduras con separadores homologados. Vertido y compactación del hormigón. Regleado y nivelación de la superficie de acabado. Curado del hormigón. Desapuntalamiento.
Criterio de medición de proyecto: Superficie medida en verdadera magnitud, según documentación gráfica de Proyecto, deduciendo los huecos de superficie mayor de 6 m².
Criterio de medición de obra: Se medirá, en verdadera magnitud, la superficie realmente ejecutada según especificaciones de Proyecto, deduciendo los huecos de superficie mayor de 6 m².",,,,,,,,,
,,Spc0010,,cegado hueco ascenor,2.0000000000,1.01,1.55,0.00,3.13,,,
,,,,,,,,,Total 03.02.04,3.131,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 03.02,1.000,0.00,0.00
,,,,,,,,,,,,
03.03,Capítulo,,Fábrica de Ladrillo,,,,,,,1.000,0.00,0.00
03.03.01,Partida,m2,Fábrica interior LP 25x12x8 medio pie,,,,,,,4.043,0.00,0.00
,,,"Fábrica interior de ladrillo cerámico perforado para revestir de dimensiones 25x12x8 cm colocado a medio pie y tomado con mortero seco de albañilería M 5, i/p.p. de replanteo, roturas, aplomado, nivelado, cortes, remates, piezas especiales, llagueado y limpieza, cumpliendo las especificaciones establecidas en el CTE DB SE F.",,,,,,,,,
,,Spc0010,,cierre terraza,1.0000000000,5.01,0.00,0.30,1.50,,,
,,Spc0010,,,1.0000000000,4.22,0.00,0.30,1.27,,,
,,Spc0010,,,1.0000000000,2.53,0.00,0.08,0.20,,,
,,Spc0010,,,1.0000000000,1.40,0.00,0.08,0.11,,,
,,Spc0010,,,1.0000000000,1.07,0.00,0.08,0.09,,,
,,Spc0010,,,1.0000000000,1.34,0.00,0.08,0.11,,,
,,Spc0010,,,1.0000000000,2.40,0.00,0.08,0.19,,,
,,Spc0010,,,1.0000000000,4.20,0.00,0.08,0.34,,,
,,Spc0010,,,1.0000000000,1.65,0.00,0.08,0.13,,,
,,Spc0010,,,1.0000000000,1.34,0.00,0.08,0.11,,,
,,,,,,,,,Total 03.03.01,4.043,0.00,0.00
,,,,,,,,,,,,
03.03.02,Partida,m2,Fábrica interior LP 25x12x14 medio pie,,,,,,,0.000,0.00,0.00
,,,"Fábrica interior de ladrillo cerámico perforado para revestir de dimensiones 25x12x14 cm colocado a medio pie y tomado con mortero seco de albañilería M 5, i/p.p. de replanteo, roturas, aplomado, nivelado, cortes, remates, piezas especiales, llagueado y limpieza, cumpliendo las especificaciones establecidas en el CTE DB SE F.",,,,,,,,,
03.03.03,Partida,m2,Fábrica de bloq H 40x20x30 esp armar c/arm tendel+vertical,,,,,,,10.120,0.00,0.00
,,,"Fábrica de bloque especial para muro de armar de hormigón prefabricado, de de árido denso, de dimensiones 40x20x30 cm, tomado con mortero seco hidrofugado de albañilería M 10 gris, con armadura prefabricada de tendel de 250 mm de ancho y 5 mm de diámetro y armadura vertical de acero corrugado B 500S de 10 mm de diámetro, fijado en los extremos a muro actual y piedra del terreno con perforaciones y resina, incluido hormigón de relleno, i/p.p. de cimentación con armada similar a MURETE DE CIERRE DE SOLERA dimensiones 50x40 de los planos de estructura,  replanteo, roturas, aplomado, nivelado, cortes, remates, piezas especiales, llagueado y limpieza, cumpliendo las especificaciones establecidas en el CTE DB SE F.",,,,,,,,,
,,Spc0010,,fachada lateral sur,1.0000000000,2.00,0.00,2.30,4.60,,,
,,Spc0010,,fachada lateral oeste,1.0000000000,2.40,0.00,2.30,5.52,,,
,,,,,,,,,Total 03.03.03,10.120,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 03.03,1.000,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 03,1,0.00,0.00
,,,,,,,,,,,,
04,Capítulo,,Fachadas y particiones,,,,,,,1,0.00,0.00
04.01,Capítulo,,Fachadas ventiladas,,,,,,,1.000,0.00,0.00
04.01.01,Partida,m²,"Hoja principal de fachada ventilada, apoyada sobre el forjado y enrasada, de 14 cm de espesor, de fábrica de bloque cerámico ali",,,,,,,25.688,0.00,0.00
,,,"Hoja principal de fachada ventilada, apoyada sobre el forjado y enrasada, de 14 cm de espesor, de fábrica de bloque cerámico aligerado machihembrado, 30x19x14 cm, para revestir, con juntas horizontales y verticales de 10 mm de espesor, junta rehundida, recibida con mortero de cemento industrial, color gris, M-5, suministrado a granel; formación de dinteles mediante vigueta pretensada T-18, revestida por ambos lados con plaquetas o piezas cortadas.
Incluye: Definición de los planos de fachada mediante plomos. Replanteo, planta a planta. Marcado en los pilares de los niveles de referencia general de planta y de nivel de pavimento. Asiento de la primera hilada sobre capa de mortero. Colocación y aplomado de miras de referencia. Tendido de hilos entre miras. Colocación de plomos fijos en las aristas. Corte de las piezas. Colocación de las piezas por hiladas a nivel. Realización de todos los trabajos necesarios para la resolución de los huecos. Encuentros de la fábrica con fachadas, pilares y tabiques. Encuentro de la fábrica con el forjado superior.",,,,,,,,,
,,Spc0010,,Planta Baja,1.0000000000,2.250,0.000,1.100,2.475,,,
,,Spc0010,,,1.0000000000,2.600,0.000,2.750,7.150,,,
,,Spc0010,,,1.0000000000,2.750,0.000,2.750,7.563,,,
,,Spc0010,,Planta Alta,2.0000000000,1.700,0.000,2.500,8.500,,,
,,,,,,,,,Total 04.01.01,25.688,0.00,0.00
,,,,,,,,,,,,
04.01.02,Partida,m²,"Tablero de panel, compuesto de: cara exterior de tablero de aglomerado hidrófugo de 16 mm de espesor, núcleo aislante de lana de",,,,,,,13.150,0.00,0.00
,,,"Tablero de panel, compuesto de: cara exterior de tablero Dm de 20 mm de espesor, núcleo aislante de lana de roca de 70 mm de espesor, cara interior de DM de 20 mm y lengüeta de DM para ensamblado de paneles, fijado mecánicamente sobre soporte discontinuo metálico; para formación de fachada. Incluso tornillos autotaladrantes para fijación sobre soporte metálico; banda impermeabilizante autoadhesiva para impermeabilización y sellado de juntas.
Incluye: Replanteo. Corte de las piezas. Colocación de los paneles que forman el tablero. Fijación mecánica de las piezas al soporte. Sellado de juntas y uniones.",,,,,,,,,
,,Spc0010,,Planta Alta,1.0000000000,13.150,0.000,0.000,13.150,,,
,,,,,,,,,Total 04.01.02,13.150,0.00,0.00
,,,,,,,,,,,,
04.01.03,Partida,m²,"Revestimiento exterior de fachada ventilada, de lamas de madera termotratada ""Therrmopine Finsa""",,,,,,,38.900,0.00,0.00
,,,"Revestimiento exterior de fachada ventilada, de lamas de madera termotratada ""Therrmopine Finsa"", con acabado lasur incoloro; colocación con tornillos, sobre subestructura soporte formada por doble rastrelado hidrófugo de 40x40 mm de sección, de madera de pino pinaster (Pinus pinaster), con el tratamiento adecuado, con una separación de 400 mm, colocados sobre cinta autoadhesiva, de goma butílica; atornillada a su vez sobre el soporte. Incluso rejilla antirroedores para la protección de la cámara ventilada y tornillos autoperforantes, para la fijación de la subestructura soporte.
Incluye: Limpieza y preparación de la superficie soporte. Replanteo de las juntas de dilatación y paños de trabajo. Replanteo sobre el paramento de los rastreles. Colocación y fijación de los rastreles. Preparación del revestimiento. Aplomado, nivelación y alineación del revestimiento. Fijación de las lamas a los rastreles. Realización de todos los trabajos necesarios para la resolución de los huecos. Resolución de puntos singulares.",,,,,,,,,
,,Spc0010,,,1.0000000000,38.900,0.000,0.000,38.900,,,
,,,,,,,,,Total 04.01.03,38.900,0.00,0.00
,,,,,,,,,,,,
04.01.04,Partida,m2,"Revestimiento directo de puerta garaje lamas de madera termotratada ""Therrmopine Finsa""",,,,,,,12.535,0.00,0.00
,,,"Revestimiento directo de puerta de garaje, mediante lamas de madera termotratada ""Therrmopine Finsa"", posición horizontal, con acabado lasur incoloro; colocación con tornillos, 
Incluye: Limpieza y preparación de la superficie soporte. Replanteo de las juntas de dilatación y paños de trabajo. Replanteo sobre el paramento de los rastreles. Colocación y fijación de los rastreles. Preparación del revestimiento. Aplomado, nivelación y alineación del revestimiento. Fijación de las lamas a los rastreles. Realización de todos los trabajos necesarios para la resolución de los huecos. Resolución de puntos singulares.",,,,,,,,,
,,Spc0010,,,1.0000000000,0.00,5.45,2.30,12.54,,,
,,,,,,,,,Total 04.01.04,12.535,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 04.01,1.000,0.00,0.00
,,,,,,,,,,,,
04.02,Capítulo,,Tabiquería,,,,,,,1.000,0.00,0.00
04.02.01,Partida,m²,"Tabique de placas de yeso laminado placa 12,5 mm normal",,,,,,,79.348,0.00,0.00
,,,"Tabique múltiple (12,5+70+12,5)/400 (70) LM - (2 normal), con placa de yeso laminado, con nivel de calidad del acabado estándar (Q2), formado por una estructura simple de perfiles de chapa de acero galvanizado de 70 mm de anchura, a base de montantes (elementos verticales) separados 400 mm entre sí, con disposición normal ""N"" y canales (elementos horizontales), a la que se atornillan cuatro placas en total (dos placas tipo normal en cada cara, de 12,5 mm de espesor cada placa); aislamiento acústico mediante panel semirrígido de lana mineral, espesor 70 mm, según UNE-EN 13162, en el alma. Incluso banda acústica de dilatación autoadhesiva; fijaciones para el anclaje de canales y montantes metálicos; tornillería para la fijación de las placas; cinta de papel con refuerzo metálico y pasta y cinta para el tratamiento de juntas.
Criterio de valoración económica: El precio incluye la resolución de encuentros y puntos singulares.
Incluye: Replanteo y trazado en el forjado inferior y en el superior de los tabiques a realizar. Colocación de banda de estanqueidad y canales inferiores, sobre solado terminado o base de asiento. Colocación de banda de estanqueidad y canales superiores, bajo forjados. Colocación y fijación de los montantes sobre los elementos horizontales. Corte de las placas. Fijación de las placas para el cierre de una de las caras del tabique. Colocación de los paneles de lana mineral entre los montantes. Fijación de las placas para el cierre de la segunda cara del tabique. Replanteo de las cajas para alojamiento de mecanismos eléctricos y de paso de instalaciones, y posterior perforación de las placas. Tratamiento de juntas.
Criterio de medición de proyecto: Superficie medida según documentación gráfica de Proyecto, sin duplicar esquinas ni encuentros
Criterio de medición de obra: Se medirá la superficie realmente ejecutada según especificaciones de Proyecto, sin duplicar esquinas ni encuentros",,,,,,,,,
