Código,Nat,Ud,Resumen,CanPres,Descripción,Resumen_2,CanPres_2,Descripción_2,Castro € unitario,Castro € tot,Balboa € unitario,Balboa € tot,Delta Castro,Delta Balboa
YID010,Partida,Ud,"Sistema anticaídas compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo de anclaje, am",1.000,"Sistema anticaídas compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo de anclaje, amortizable en 3 usos; un dispositivo anticaídas deslizante sobre línea de anclaje flexible con función de bloqueo automático y un sistema de guía, amortizable en 3 usos; una cuerda de fibra de longitud fija como elemento de amarre, amortizable en 4 usos; un absorbedor de energía encargado de disipar la energía cinética desarrollada durante una caída desde una altura determinada, amortizable en 4 usos y un arnés anticaídas con un punto de amarre constituido por bandas, elementos de ajuste y hebillas, dispuestos y ajustados de forma adecuada sobre el cuerpo de una persona para sujetarla durante una caída y después de la parada de ésta, amortizable en 4 usos.","Sistema anticaídas compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo de anclaje, am",1.000,"Sistema anticaídas compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo de anclaje, amortizable en 3 usos; un dispositivo anticaídas deslizante sobre línea de anclaje flexible con función de bloqueo automático y un sistema de guía, amortizable en 3 usos; una cuerda de fibra de longitud fija como elemento de amarre, amortizable en 4 usos; un absorbedor de energía encargado de disipar la energía cinética desarrollada durante una caída desde una altura determinada, amortizable en 4 usos y un arnés anticaídas con un punto de amarre constituido por bandas, elementos de ajuste y hebillas, dispuestos y ajustados de forma adecuada sobre el cuerpo de una persona para sujetarla durante una caída y después de la parada de ésta, amortizable en 4 usos.",,,,,,
YID020,Partida,Ud,Sistema de sujeción y retención compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo d,1.000,"Sistema de sujeción y retención compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo de anclaje, amortizable en 3 usos; una cuerda de fibra de longitud fija como elemento de amarre, amortizable en 4 usos; un absorbedor de energía encargado de disipar la energía cinética desarrollada durante una caída desde una altura determinada, amortizable en 4 usos y un arnés de asiento constituido por bandas, herrajes y hebillas que, formando un cinturón con un punto de enganche bajo, unido a sendos soportes que rodean a cada pierna, permiten sostener el cuerpo de una persona consciente en posición sentada, amortizable en 4 usos.",Sistema de sujeción y retención compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo d,1.000,"Sistema de sujeción y retención compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo de anclaje, amortizable en 3 usos; una cuerda de fibra de longitud fija como elemento de amarre, amortizable en 4 usos; un absorbedor de energía encargado de disipar la energía cinética desarrollada durante una caída desde una altura determinada, amortizable en 4 usos y un arnés de asiento constituido por bandas, herrajes y hebillas que, formando un cinturón con un punto de enganche bajo, unido a sendos soportes que rodean a cada pierna, permiten sostener el cuerpo de una persona consciente en posición sentada, amortizable en 4 usos.",,,,,,
YID020b,Partida,Ud,Sistema de sujeción y retención compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo d,1.000,"Sistema de sujeción y retención compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo de anclaje, amortizable en 3 usos; una cuerda de fibra de longitud fija como elemento de amarre, amortizable en 4 usos; un absorbedor de energía encargado de disipar la energía cinética desarrollada durante una caída desde una altura determinada, amortizable en 4 usos y un cinturón de sujeción y retención destinado a mantener al usuario en una posición en su punto de trabajo con plena seguridad (sujeción) o evitar que alcance un punto desde donde pueda producirse una caída (retención), amortizable en 4 usos.",Sistema de sujeción y retención compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo d,1.000,"Sistema de sujeción y retención compuesto por un conector básico (clase B) que permite ensamblar el sistema con un dispositivo de anclaje, amortizable en 3 usos; una cuerda de fibra de longitud fija como elemento de amarre, amortizable en 4 usos; un absorbedor de energía encargado de disipar la energía cinética desarrollada durante una caída desde una altura determinada, amortizable en 4 usos y un cinturón de sujeción y retención destinado a mantener al usuario en una posición en su punto de trabajo con plena seguridad (sujeción) o evitar que alcance un punto desde donde pueda producirse una caída (retención), amortizable en 4 usos.",,,,,,
YIJ010,Partida,Ud,"Gafas de protección con montura integral, con resistencia a polvo grueso, con ocular único sobre una montura flexible y cinta el",1.000,"Gafas de protección con montura integral, con resistencia a polvo grueso, con ocular único sobre una montura flexible y cinta elástica, amortizable en 5 usos.","Gafas de protección con montura integral, con resistencia a polvo grueso, con ocular único sobre una montura flexible y cinta el",1.000,"Gafas de protección con montura integral, con resistencia a polvo grueso, con ocular único sobre una montura flexible y cinta elástica, amortizable en 5 usos.",,,,,,
YIJ010b,Partida,Ud,"Gafas de protección con montura integral, con resistencia a impactos de partículas a gran velocidad y media energía, a temperatu",1.000,"Gafas de protección con montura integral, con resistencia a impactos de partículas a gran velocidad y media energía, a temperaturas extremas, con ocular único sobre una montura flexible y cinta elástica, amortizable en 5 usos.","Gafas de protección con montura integral, con resistencia a impactos de partículas a gran velocidad y media energía, a temperatu",1.000,"Gafas de protección con montura integral, con resistencia a impactos de partículas a gran velocidad y media energía, a temperaturas extremas, con ocular único sobre una montura flexible y cinta elástica, amortizable en 5 usos.",,,,,,
YIJ010c,Partida,Ud,"Pantalla de protección facial, con resistencia a impactos de partículas a gran velocidad y media energía, a temperaturas extrema",1.000,"Pantalla de protección facial, con resistencia a impactos de partículas a gran velocidad y media energía, a temperaturas extremas, con visor de pantalla unido a un protector frontal con banda de cabeza ajustable, amortizable en 5 usos.","Pantalla de protección facial, con resistencia a impactos de partículas a gran velocidad y media energía, a temperaturas extrema",1.000,"Pantalla de protección facial, con resistencia a impactos de partículas a gran velocidad y media energía, a temperaturas extremas, con visor de pantalla unido a un protector frontal con banda de cabeza ajustable, amortizable en 5 usos.",,,,,,
YIJ010d,Partida,Ud,"Máscara de protección facial, para soldadores, con armazón opaco y mirilla fija, de sujeción manual y con filtros de soldadura,",1.000,"Máscara de protección facial, para soldadores, con armazón opaco y mirilla fija, de sujeción manual y con filtros de soldadura, amortizable en 5 usos.","Máscara de protección facial, para soldadores, con armazón opaco y mirilla fija, de sujeción manual y con filtros de soldadura,",1.000,"Máscara de protección facial, para soldadores, con armazón opaco y mirilla fija, de sujeción manual y con filtros de soldadura, amortizable en 5 usos.",,,,,,
YIM010,Partida,Ud,"Par de guantes contra riesgos mecánicos, de algodón con refuerzo de serraje vacuno en la palma, resistente a la abrasión, al cor",6.000,"Par de guantes contra riesgos mecánicos, de algodón con refuerzo de serraje vacuno en la palma, resistente a la abrasión, al corte por cuchilla, al rasgado y a la perforación, amortizable en 4 usos.","Par de guantes contra riesgos mecánicos, de algodón con refuerzo de serraje vacuno en la palma, resistente a la abrasión, al cor",6.000,"Par de guantes contra riesgos mecánicos, de algodón con refuerzo de serraje vacuno en la palma, resistente a la abrasión, al corte por cuchilla, al rasgado y a la perforación, amortizable en 4 usos.",,,,,,
YIM010b,Partida,Ud,"Par de guantes para trabajos eléctricos, de baja tensión, amortizable en 4 usos.",2.000,"Par de guantes para trabajos eléctricos, de baja tensión, amortizable en 4 usos.","Par de guantes para trabajos eléctricos, de baja tensión, amortizable en 4 usos.",2.000,"Par de guantes para trabajos eléctricos, de baja tensión, amortizable en 4 usos.",,,,,,
YIM010c,Partida,Ud,"Par de guantes para soldadores, de serraje vacuno, amortizable en 4 usos.",1.000,"Par de guantes para soldadores, de serraje vacuno, amortizable en 4 usos.","Par de guantes para soldadores, de serraje vacuno, amortizable en 4 usos.",1.000,"Par de guantes para soldadores, de serraje vacuno, amortizable en 4 usos.",,,,,,
YIM010d,Partida,Ud,"Par de guantes resistentes al fuego, de fibra Nomex con acabado reflectante aluminizado con resistencia al calor hasta 500°C, am",1.000,"Par de guantes resistentes al fuego, de fibra Nomex con acabado reflectante aluminizado con resistencia al calor hasta 500°C, amortizable en 4 usos.","Par de guantes resistentes al fuego, de fibra Nomex con acabado reflectante aluminizado con resistencia al calor hasta 500°C, am",1.000,"Par de guantes resistentes al fuego, de fibra Nomex con acabado reflectante aluminizado con resistencia al calor hasta 500°C, amortizable en 4 usos.",,,,,,
YIM020,Partida,Ud,"Par de manoplas resistentes al fuego, de fibra Nomex con acabado reflectante aluminizado con resistencia al calor hasta 500°C, a",1.000,"Par de manoplas resistentes al fuego, de fibra Nomex con acabado reflectante aluminizado con resistencia al calor hasta 500°C, amortizable en 4 usos.","Par de manoplas resistentes al fuego, de fibra Nomex con acabado reflectante aluminizado con resistencia al calor hasta 500°C, a",1.000,"Par de manoplas resistentes al fuego, de fibra Nomex con acabado reflectante aluminizado con resistencia al calor hasta 500°C, amortizable en 4 usos.",,,,,,
YIM030,Partida,Ud,"Par de manguitos para soldador, amortizable en 4 usos.",1.000,"Par de manguitos para soldador, amortizable en 4 usos.","Par de manguitos para soldador, amortizable en 4 usos.",1.000,"Par de manguitos para soldador, amortizable en 4 usos.",,,,,,
YIM040,Partida,Ud,"Protector de manos para puntero, amortizable en 4 usos.",1.000,"Protector de manos para puntero, amortizable en 4 usos.","Protector de manos para puntero, amortizable en 4 usos.",1.000,"Protector de manos para puntero, amortizable en 4 usos.",,,,,,
YIO010,Partida,Ud,"Juego de orejeras, estándar, compuesto por un casquete diseñado para producir presión sobre la cabeza mediante un arnés y ajuste",3.000,"Juego de orejeras, estándar, compuesto por un casquete diseñado para producir presión sobre la cabeza mediante un arnés y ajuste con almohadillado central, con atenuación acústica de 15 dB, amortizable en 10 usos.","Juego de orejeras, estándar, compuesto por un casquete diseñado para producir presión sobre la cabeza mediante un arnés y ajuste",3.000,"Juego de orejeras, estándar, compuesto por un casquete diseñado para producir presión sobre la cabeza mediante un arnés y ajuste con almohadillado central, con atenuación acústica de 15 dB, amortizable en 10 usos.",,,,,,
